session_id,timestamp_ms,video_timestamp_ms,video_available,label,video_feature_0,video_feature_1,session_id_audio,audio_timestamp_ms,audio_available,label_audio,audio_feature_0,audio_feature_1,session_id_context,context_timestamp_ms,context_available,label_context,context_feature_0,context_feature_1,session_id_phys,phys_timestamp_ms,phys_available,label_phys,phys_feature_0,phys_feature_1,alignment_error_audio_ms,alignment_error_context_ms,alignment_error_phys_ms
session_A,-18.71971391232892,13.50812152451623,1,happy,0.9405647163912139,-1.9510351886538364,session_A,-17.191998331514963,1,happy,-0.9265331111571506,1.484918786733851,session_A,7.634786632733579,1,happy,0.49527294606859795,0.14563031434388482,session_A,-10.285042409412696,1,happy,-0.21714361307631405,0.27734417972021486,1.5277155808139575,26.3545005450625,8.434671502916224
session_A,102.30112725701113,94.30763333781552,1,happy,-0.016801157504288795,-0.85304392757358,session_A,73.19328217021334,1,happy,0.42022670947458574,-0.10239670661109637,session_A,206.8576828284529,1,happy,-1.112044254359201,0.8353769939022309,session_A,-10.285042409412696,1,happy,-0.21714361307631405,0.27734417972021486,29.107845086797795,104.55655557144178,112.58616966642383
session_A,214.00025483772106,201.18855255610188,1,happy,1.1272412069680329,0.4675093422520456,session_A,233.15291544633507,1,happy,-0.18595667718604886,-0.713553981370355,session_A,206.8576828284529,1,happy,-1.112044254359201,0.8353769939022309,,,0,,,,19.152660608614013,7.14257200926815,120.0
session_A,306.637514113485,282.74011318507803,1,happy,0.8784503013072725,-0.049925910986252896,session_A,294.6513384802745,1,happy,-2.2497837779516074,-1.1953589742981028,session_A,398.5902955283042,1,happy,0.4003099083096733,-2.861518370100673,session_A,394.1700611633593,1,happy,0.6203723939313579,0.44222206203659953,11.986175633210507,91.95278141481919,87.53254704987432
session_A,387.74326820072906,422.00574409613256,1,happy,-0.15452948206880215,-0.4283278221631072,session_A,418.06789267249644,1,happy,0.4109825769008753,0.7825588257151592,session_A,398.5902955283042,1,happy,0.4003099083096733,-2.861518370100673,session_A,394.1700611633593,1,happy,0.6203723939313579,0.44222206203659953,30.32462447176738,10.84702732757512,6.426792962630259
session_A,509.58156533996026,506.5779931585534,1,happy,0.4127326115959884,0.43082100300788273,session_A,490.20199927704084,0,happy,-0.5766472922336929,0.5595403706161663,session_A,599.5949750955441,1,happy,0.7065325128978275,-0.07476892156472781,session_A,394.1700611633593,1,happy,0.6203723939313579,0.44222206203659953,19.379566062919423,90.01340975558384,115.41150417660094
session_A,592.6845297050769,590.7796308767123,1,happy,-0.8137727282478777,0.6159794225754956,session_A,640.3721947785654,1,happy,0.5705370361384854,0.6181907146653008,session_A,599.5949750955441,1,happy,0.7065325128978275,-0.07476892156472781,,,0,,,,47.68766507348846,6.910445390467203,120.0
session_A,697.9489457622122,684.8771834146745,1,happy,-0.8244812156912396,0.6505927878247011,session_A,705.9819199414084,1,happy,1.6835862095380225,-0.5309765045557148,session_A,599.5949750955441,1,happy,0.7065325128978275,-0.07476892156472781,session_A,801.5154079576527,1,happy,0.5502537430336992,2.0617991527316084,8.032974179196117,98.35397066666815,103.56646219544041
session_A,809.7767768294935,788.0208252688035,1,happy,0.23216132306671977,0.11668580914072822,session_A,794.2299087016024,1,happy,-1.8076968597749328,-0.1715645102163482,session_A,800.5404438726466,1,happy,0.11493391158101274,0.16191936728506806,session_A,801.5154079576527,1,happy,0.5502537430336992,2.0617991527316084,15.546868127891116,9.236332956846923,8.261368871840887
session_A,915.6857180030674,904.0247198779443,1,happy,0.6789135630718949,0.06757906948889146,session_A,901.2350971999495,1,happy,-0.7969109892966902,0.30197074251927114,session_A,1001.4056036493188,1,happy,1.289929698618241,-1.7346114969371953,,,0,,,,14.450620803118,85.71988564625133,120.0
session_A,1011.3631880650937,973.771195242598,1,happy,-0.31967121635730134,-0.4703726542927955,session_A,1041.363787781409,1,sad,0.7957780097442332,-0.4471576573299467,session_A,1001.4056036493188,1,happy,1.289929698618241,-1.7346114969371953,,,0,,,,30.000599716315264,9.957584415774932,120.0
session_A,1095.0474394779196,1126.908943602219,1,happy,-0.8658311156932432,0.9682783545914808,session_A,1108.295200392159,1,sad,0.6620815345817527,0.6502490055783642,session_A,1197.034316924215,1,happy,-0.904807503214422,-0.16955071570044408,session_A,1230.8851219486028,1,happy,0.5159584767678441,0.4846435113117023,13.24776091423928,101.98687744629547,135.83768247068315
session_A,1193.972069460256,1202.9295551718901,1,sad,0.5862223313592781,0.711226579792855,session_A,1220.2908272173083,1,sad,-0.37494468984913537,0.37305231843417824,session_A,1197.034316924215,1,happy,-0.904807503214422,-0.16955071570044408,session_A,1230.8851219486028,1,happy,0.5159584767678441,0.4846435113117023,26.318757757052254,3.062247463959011,36.91305248834669
session_A,1293.7229486995282,1291.677667732038,1,sad,0.8579758812571538,-0.1913043248816149,session_A,1271.6035077123358,1,sad,1.620070309136051,0.3636981503429628,session_A,1390.6431199801693,1,happy,-1.3019345701635046,1.727418286628101,session_A,1230.8851219486028,1,happy,0.5159584767678441,0.4846435113117023,22.11944098719232,96.92017128064117,62.83782675092539
session_A,1379.6008301479374,1383.449858851971,1,sad,0.49716074405376404,0.14242573607056525,session_A,1329.6113842628642,0,sad,-2.0141025948652898,0.7958386552197739,session_A,1390.6431199801693,1,happy,-1.3019345701635046,1.727418286628101,,,0,,,,49.98944588507311,11.042289832231972,120.0
session_A,1492.3094523659424,1502.8537144393808,1,sad,0.6255903939673367,-0.3093465397202384,session_A,1513.853245258531,1,sad,-0.39457285186939384,-2.1291978892000176,session_A,1390.6431199801693,1,happy,-1.3019345701635046,1.727418286628101,session_A,1595.5609836358124,1,happy,-0.506169266692334,0.6476139772195617,21.5437928925885,101.6663323857731,103.25153126986993
